,State,County,Year,Total,Heroin,Other,Methadone,Population,Unemployment
463,North Carolina,Sampson,2011,0,0,0,0,63734,9.8
464,North Carolina,Stokes,2011,0,0,0,0,47242,10.4
465,North Carolina,Surry,2011,0,0,0,0,73714,10.8
466,North Carolina,Union,2011,0,0,0,0,205463,9.1
467,North Carolina,Vance,2011,0,0,0,0,45307,14.9
468,North Carolina,Wake,2011,31,0,21,0,929780,7.9
469,North Carolina,Wayne,2011,0,0,0,0,123697,9
470,North Carolina,Wilkes,2011,0,0,0,0,68984,11.8
471,North Carolina,Wilson,2011,0,0,0,0,81452,13.9
472,North Carolina,Yadkin,2011,0,0,0,0,38279,10.3
473,North Dakota,Cass,2011,0,0,0,0,152368,3.3
474,Ohio,Allen,2011,0,0,0,0,106094,9.5
475,Ohio,Ashtabula,2011,0,0,0,0,101345,10.9
476,Ohio,Athens,2011,11,0,0,0,64769,9.9
477,Ohio,Brown,2011,0,0,0,0,44687,11.9
478,Ohio,Butler,2011,45,0,37,0,369999,9.1
479,Ohio,Clark,2011,28,13,15,0,137691,9.5
480,Ohio,Clermont,2011,33,15,20,0,199139,9.1
481,Ohio,Clinton,2011,0,0,0,0,41927,13.5
482,Ohio,Columbiana,2011,0,0,0,0,107570,10.2
483,Ohio,Cuyahoga,2011,178,95,75,23,1270294,7.6
484,Ohio,Darke,2011,0,0,0,0,52809,9.3
485,Ohio,Delaware,2011,0,0,0,0,178341,6.2
486,Ohio,Erie,2011,0,0,0,0,76751,9.5
487,Ohio,Fairfield,2011,0,0,0,0,147066,8
488,Ohio,Franklin,2011,160,47,103,16,1178799,7.8
489,Ohio,Geauga,2011,14,0,0,0,93228,6
490,Ohio,Greene,2011,0,0,0,0,162846,8.3
491,Ohio,Hamilton,2011,121,72,44,13,800362,8.9
492,Ohio,Highland,2011,0,0,0,0,43433,13.5
493,Ohio,Huron,2011,0,0,0,0,59496,11.4
494,Ohio,Jefferson,2011,0,0,0,0,68828,12
495,Ohio,Knox,2011,10,0,0,0,61275,8.7
496,Ohio,Lake,2011,36,14,26,0,229885,6.8
497,Ohio,Lawrence,2011,16,0,15,0,62489,9.5
498,Ohio,Licking,2011,0,0,0,0,167248,8.4
499,Ohio,Lorain,2011,10,0,0,0,301614,7.8
500,Ohio,Lucas,2011,22,0,18,0,440005,9.9
501,Ohio,Mahoning,2011,39,12,29,0,237270,9.8
502,Ohio,Marion,2011,10,0,0,0,66212,9.9
503,Ohio,Medina,2011,14,0,13,0,173262,6.4
504,Ohio,Miami,2011,0,0,0,0,102857,9.1
505,Ohio,Montgomery,2011,51,24,12,19,537602,9.7
506,Ohio,Pickaway,2011,10,0,0,0,55990,9.2
507,Ohio,Portage,2011,0,0,0,0,161624,8.9
508,Ohio,Preble,2011,0,0,0,0,42083,9.6
509,Ohio,Richland,2011,14,0,0,0,123510,10.6
510,Ohio,Ross,2011,15,0,11,0,78249,10
511,Ohio,Scioto,2011,12,0,0,0,79277,12.5
512,Ohio,Seneca,2011,0,0,0,0,56469,9.6
513,Ohio,Stark,2011,33,13,18,0,375087,9.3
514,Ohio,Summit,2011,29,10,16,0,539832,9.1
515,Ohio,Trumbull,2011,38,20,12,0,209264,10.7
516,Ohio,Warren,2011,14,0,0,0,214910,7.9
517,Ohio,Washington,2011,0,0,0,0,61755,10
518,Ohio,Wayne,2011,0,0,0,0,114611,7.7
519,Ohio,Wood,2011,0,0,0,0,126355,8.3
520,Oklahoma,Canadian,2011,14,0,12,0,119492,4.4
521,Oklahoma,Carter,2011,15,0,12,0,48096,6.4
522,Oklahoma,Cleveland,2011,23,0,17,0,261281,4.5
523,Oklahoma,Comanche,2011,0,0,0,0,125815,5.7
524,Oklahoma,Creek,2011,12,0,0,0,70467,7
525,Oklahoma,Delaware,2011,0,0,0,0,41633,7.1
526,Oklahoma,Grady,2011,0,0,0,0,53020,5.3
527,Oklahoma,Le Flore,2011,0,0,0,0,50628,8.9
528,Oklahoma,Muskogee,2011,12,0,12,0,71003,7.4
529,Oklahoma,Oklahoma,2011,80,0,66,15,732371,5.3
530,Oklahoma,Pontotoc,2011,13,0,12,0,37799,5.4
531,Oklahoma,Pottawatomie,2011,10,0,0,0,70280,6
532,Oklahoma,Rogers,2011,0,0,0,0,87706,5.7
533,Oklahoma,Sequoyah,2011,0,0,0,0,42341,9.2
534,Oklahoma,Stephens,2011,0,0,0,0,45197,5.8
535,Oklahoma,Tulsa,2011,69,0,52,18,610599,6.1
536,Oklahoma,Wagoner,2011,0,0,0,0,74098,5.9
537,Oregon,Clackamas,2011,36,11,18,10,380207,8.9
538,Oregon,Clatsop,2011,10,0,0,0,37153,9.4
539,Oregon,Deschutes,2011,14,0,0,0,160338,12.3
540,Oregon,Douglas,2011,0,0,0,0,107490,12.7
541,Oregon,Jackson,2011,22,0,11,10,204822,11.7
542,Oregon,Josephine,2011,14,0,0,0,82987,12.6
543,Oregon,Lane,2011,37,16,18,0,353416,9.7
544,Oregon,Linn,2011,13,0,0,0,118122,11.4
545,Oregon,Marion,2011,20,0,0,0,318872,10.5
546,Oregon,Multnomah,2011,115,67,38,21,748031,8.3
547,Oregon,Washington,2011,33,12,16,0,540410,7.7
548,Pennsylvania,Allegheny,2011,190,85,96,24,1227066,7.1
549,Pennsylvania,Armstrong,2011,0,0,0,0,68568,8.2
550,Pennsylvania,Beaver,2011,18,0,14,0,170414,7.8
551,Pennsylvania,Berks,2011,17,14,0,0,412778,7.9
552,Pennsylvania,Blair,2011,0,0,0,0,127099,7.3
553,Pennsylvania,Bucks,2011,20,16,0,0,626854,7.3
554,Pennsylvania,Butler,2011,21,0,13,0,184848,6.7
555,Pennsylvania,Cambria,2011,0,0,0,0,143728,8.7
556,Pennsylvania,Centre,2011,0,0,0,0,154722,5.4
557,Pennsylvania,Chester,2011,10,0,0,0,503897,5.8
558,Pennsylvania,Crawford,2011,0,0,0,0,88740,8
559,Pennsylvania,Cumberland,2011,0,0,0,0,237892,6.4
560,Pennsylvania,Dauphin,2011,0,0,0,0,268977,7.6
561,Pennsylvania,Delaware,2011,23,14,10,0,559494,7.8
562,Pennsylvania,Erie,2011,0,0,0,0,280985,8.1
563,Pennsylvania,Fayette,2011,0,0,0,0,136097,10.1
564,Pennsylvania,Franklin,2011,11,0,10,0,150811,7.3
565,Pennsylvania,Indiana,2011,0,0,0,0,89298,7.8
566,Pennsylvania,Lackawanna,2011,27,0,22,0,214166,8.8
567,Pennsylvania,Lancaster,2011,0,0,0,0,523594,6.9
568,Pennsylvania,Lawrence,2011,12,0,12,0,90535,8.4
569,Pennsylvania,Lebanon,2011,0,0,0,0,134311,6.9
570,Pennsylvania,Lehigh,2011,0,0,0,0,352947,8.6
571,Pennsylvania,Luzerne,2011,0,0,0,0,320651,9.6
572,Pennsylvania,Lycoming,2011,0,0,0,0,116747,7.7
573,Pennsylvania,Mercer,2011,0,0,0,0,116205,7.9
574,Pennsylvania,Monroe,2011,0,0,0,0,169882,9.7
575,Pennsylvania,Montgomery,2011,59,28,28,10,804210,6.5
576,Pennsylvania,Northampton,2011,0,0,0,0,298476,8.2
577,Pennsylvania,Northumberland,2011,0,0,0,0,94558,9.2
578,Pennsylvania,Philadelphia,2011,26,11,0,0,1536471,0
579,Pennsylvania,Pike,2011,0,0,0,0,56852,9.9
580,Pennsylvania,Schuylkill,2011,0,0,0,0,147513,9.8
581,Pennsylvania,Susquehanna,2011,0,0,0,0,43192,7.9
582,Pennsylvania,Washington,2011,34,0,25,0,208282,7.3
583,Pennsylvania,Wayne,2011,0,0,0,0,53004,8.1
584,Pennsylvania,Westmoreland,2011,10,0,0,0,364471,7.5
585,Pennsylvania,York,2011,12,0,0,0,436770,7.5
586,Rhode Island,Bristol,2011,0,0,0,0,49800,9.6
587,Rhode Island,Kent,2011,19,0,12,0,165535,10.6
588,Rhode Island,Newport,2011,0,0,0,0,82695,10.1
589,Rhode Island,Providence,2011,63,0,41,18,626709,11.6
590,Rhode Island,Washington,2011,14,0,0,0,126563,10.1
591,South Carolina,Aiken,2011,0,0,0,0,160682,9.3
592,South Carolina,Anderson,2011,0,0,0,0,188488,10.3
593,South Carolina,Beaufort,2011,10,0,0,0,164684,8.7
594,South Carolina,Berkeley,2011,0,0,0,0,183525,9.6
595,South Carolina,Charleston,2011,25,0,13,0,357704,8.3
596,South Carolina,Dorchester,2011,0,0,0,0,140892,9
597,South Carolina,Florence,2011,0,0,0,0,137862,11.2
598,South Carolina,Georgetown,2011,0,0,0,0,59991,13.6
599,South Carolina,Greenville,2011,41,0,36,0,461299,8.6
600,South Carolina,Horry,2011,0,0,0,0,276340,11.9
601,South Carolina,Lancaster,2011,0,0,0,0,77908,13.3
602,South Carolina,Lexington,2011,0,0,0,0,267129,8
603,South Carolina,Oconee,2011,0,0,0,0,74418,10
604,South Carolina,Pickens,2011,23,0,15,0,119574,9.9
605,South Carolina,Richland,2011,0,0,0,0,389116,9.2
606,South Carolina,Spartanburg,2011,14,0,0,0,286868,10.9
607,South Carolina,York,2011,0,0,0,0,230528,10.9
608,South Dakota,Minnehaha,2011,0,0,0,0,171752,4.5
609,Tennessee,Anderson,2011,16,0,16,0,75233,8.8
610,Tennessee,Blount,2011,12,0,0,0,123901,8.2
611,Tennessee,Bradley,2011,10,0,10,0,100055,8.9
612,Tennessee,Campbell,2011,12,0,11,0,40512,11.7
613,Tennessee,Carter,2011,0,0,0,0,57185,10
614,Tennessee,Cheatham,2011,11,0,10,0,39078,8.5
615,Tennessee,Coffee,2011,0,0,0,0,53016,9.9
616,Tennessee,Davidson,2011,65,0,53,12,635475,7.5
617,Tennessee,Dickson,2011,0,0,0,0,50081,9.5
618,Tennessee,Greene,2011,0,0,0,0,69339,11.4
619,Tennessee,Hamblen,2011,20,0,18,0,63062,10.8
620,Tennessee,Hamilton,2011,30,0,23,0,340855,7.8
621,Tennessee,Hardin,2011,0,0,0,0,25874,11.3
622,Tennessee,Hawkins,2011,0,0,0,0,56671,9.9
623,Tennessee,Knox,2011,58,0,53,0,436929,6.9
624,Tennessee,Lawrence,2011,0,0,0,0,42115,10.4
625,Tennessee,Loudon,2011,0,0,0,0,49237,8.6
626,Tennessee,Maury,2011,0,0,0,0,81509,10.2
627,Tennessee,Montgomery,2011,11,0,0,0,176619,8.5
628,Tennessee,Putnam,2011,10,0,0,0,72958,8.9
629,Tennessee,Roane,2011,0,0,0,0,53838,9.1
630,Tennessee,Robertson,2011,0,0,0,0,67106,8.4
631,Tennessee,Rutherford,2011,15,0,15,0,268921,7.9
632,Tennessee,Sevier,2011,0,0,0,0,91466,10
633,Tennessee,Shelby,2011,52,0,39,10,935088,9.5
634,Tennessee,Sullivan,2011,0,0,0,0,157419,8.3
635,Tennessee,Sumner,2011,0,0,0,0,163686,7.9
636,Tennessee,Tipton,2011,0,0,0,0,61293,10.3
637,Tennessee,Washington,2011,0,0,0,0,124353,8
638,Tennessee,Williamson,2011,11,0,0,0,188560,5.9
639,Tennessee,Wilson,2011,12,0,12,0,116617,7.6
640,Texas,Bell,2011,0,0,0,0,315196,8
641,Texas,Bexar,2011,156,99,40,21,1756153,7.2
642,Texas,Brazoria,2011,13,0,11,0,319973,8
643,Texas,Collin,2011,39,17,19,0,812226,6.7
644,Texas,Dallas,2011,93,59,27,0,2416014,8.1
645,Texas,Denton,2011,22,10,0,0,686406,6.6
646,Texas,Ector,2011,0,0,0,0,140111,6.1
647,Texas,El Paso,2011,0,0,0,0,820790,9.5
648,Texas,Fort Bend,2011,16,0,11,0,606953,7.1
649,Texas,Galveston,2011,20,0,14,0,295747,8.8
650,Texas,Grayson,2011,12,0,0,0,121419,7.9
651,Texas,Harris,2011,204,26,165,35,4180894,7.8
652,Texas,Hidalgo,2011,0,0,0,0,797810,11.6
653,Texas,Jefferson,2011,15,0,13,0,252802,11.4
654,Texas,Kaufman,2011,0,0,0,0,105358,8
655,Texas,Lubbock,2011,0,0,0,0,283910,6
656,Texas,Montgomery,2011,20,0,17,0,471734,7.1
657,Texas,Nacogdoches,2011,0,0,0,0,65466,7
658,Texas,Nueces,2011,42,11,28,0,343281,7.9
659,Texas,Smith,2011,0,0,0,0,213381,7.8
660,Texas,Tarrant,2011,60,37,21,0,1849815,7.6
661,Texas,Travis,2011,50,28,16,10,1063130,6.4
662,Texas,Webb,2011,12,11,0,0,256496,7.4
663,Texas,Williamson,2011,15,0,13,0,442782,6.8
664,Utah,Box Elder,2011,0,0,0,0,50290,7.5
665,Utah,Cache,2011,0,0,0,0,114699,5.3
666,Utah,Carbon,2011,11,0,0,0,21318,7.6
667,Utah,Davis,2011,22,0,18,0,311811,6
668,Utah,Iron,2011,13,0,11,0,46740,8.3
669,Utah,Salt Lake,2011,142,24,113,37,1048985,6.6
670,Utah,Tooele,2011,0,0,0,0,59326,7.1
671,Utah,Utah,2011,67,18,57,12,530499,6.3
672,Utah,Washington,2011,15,0,11,0,141666,8.9
673,Utah,Weber,2011,45,13,39,0,234420,7.8
674,Vermont,Chittenden,2011,15,0,10,0,157491,4.2
675,Vermont,Windham,2011,0,0,0,0,44266,5.6
676,Vermont,Windsor,2011,0,0,0,0,56666,5.5
677,Virginia,Alexandria City,2011,0,0,0,0,144301,0
678,Virginia,Arlington,2011,0,0,0,0,216004,3.8
679,Virginia,Buchanan,2011,0,0,0,0,23581,8.6
680,Virginia,Chesapeake City,2011,0,0,0,0,225050,0
681,Virginia,Chesterfield,2011,21,0,0,0,320277,6.8
682,Virginia,Culpeper,2011,0,0,0,0,47476,6.4
683,Virginia,Dickenson,2011,10,0,0,0,15741,9.9
684,Virginia,Fairfax,2011,32,10,22,0,1100692,4.8
685,Virginia,Fauquier,2011,0,0,0,0,66071,5.5
686,Virginia,Frederick,2011,0,0,0,0,79666,6.5
687,Virginia,Hampton City,2011,10,0,0,0,136401,0
688,Virginia,Hanover,2011,0,0,0,0,100342,6
689,Virginia,Henrico,2011,24,10,0,0,310445,6.7
690,Virginia,Loudoun,2011,0,0,0,0,325405,4.7
691,Virginia,Newport News City,2011,0,0,0,0,179611,0
692,Virginia,Norfolk City,2011,25,11,12,0,242628,0
693,Virginia,Orange,2011,0,0,0,0,33938,7.5
694,Virginia,Portsmouth City,2011,0,0,0,0,95684,0
695,Virginia,Prince William,2011,19,0,16,0,419006,5.7
696,Virginia,Richmond City,2011,24,13,0,0,205533,0
697,Virginia,Roanoke,2011,0,0,0,0,92740,5.7
698,Virginia,Roanoke City,2011,0,0,0,0,96714,0
699,Virginia,Russell,2011,13,0,12,0,28749,9.5
700,Virginia,Spotsylvania,2011,10,0,0,0,124327,6.7
701,Virginia,Stafford,2011,0,0,0,0,132133,6.2
702,Virginia,Tazewell,2011,21,0,19,0,44715,7.9
703,Virginia,Virginia Beach City,2011,24,0,14,0,442707,0
704,Virginia,Warren,2011,0,0,0,0,37749,7.4
705,Washington,Benton,2011,10,0,0,0,180678,8.2
706,Washington,Chelan,2011,13,0,0,0,73477,8.4
707,Washington,Clallam,2011,10,0,0,0,71838,10.9
708,Washington,Clark,2011,37,16,21,0,433418,11.7
709,Washington,Cowlitz,2011,24,13,0,0,102478,11.9
710,Washington,Grays Harbor,2011,0,0,0,0,72546,13.6
711,Washington,Island,2011,0,0,0,0,78971,9.1
712,Washington,King,2011,146,31,69,58,1969722,7.9
713,Washington,Kitsap,2011,17,0,0,0,254633,8.4
714,Washington,Lewis,2011,14,0,0,0,75901,12.8
715,Washington,Mason,2011,0,0,0,0,61019,11.7
716,Washington,Pierce,2011,96,10,52,42,807904,10.1
717,Washington,Skagit,2011,10,0,0,0,118109,10.5
718,Washington,Snohomish,2011,134,40,73,45,722400,9.5
719,Washington,Spokane,2011,27,0,18,0,473761,9.7
720,Washington,Thurston,2011,21,0,10,10,256591,9
721,Washington,Walla Walla,2011,0,0,0,0,59588,8
722,Washington,Whatcom,2011,18,0,0,0,203663,9
723,Washington,Yakima,2011,12,0,0,0,247141,10.7
724,West Virginia,Berkeley,2011,24,0,14,0,105750,7.7
725,West Virginia,Boone,2011,26,0,26,0,24444,8.1
726,West Virginia,Brooke,2011,0,0,0,0,23844,9.8
727,West Virginia,Cabell,2011,36,0,28,0,96653,7.1
728,West Virginia,Fayette,2011,19,0,19,0,45699,9
729,West Virginia,Greenbrier,2011,12,0,11,0,35800,8.3
730,West Virginia,Hancock,2011,0,0,0,0,30571,10.6
731,West Virginia,Harrison,2011,18,0,17,0,69436,7.1
732,West Virginia,Jefferson,2011,0,0,0,0,54225,6.2
733,West Virginia,Kanawha,2011,55,0,49,0,192315,7.1
734,West Virginia,Lincoln,2011,13,0,12,0,21550,10.7
735,West Virginia,Logan,2011,22,0,22,0,36457,8.9
736,West Virginia,Mason,2011,0,0,0,0,27298,10.9
737,West Virginia,McDowell,2011,26,0,24,0,21729,11.9
738,West Virginia,Mercer,2011,43,0,36,0,62465,8.6
739,West Virginia,Mineral,2011,0,0,0,0,28192,8.8
740,West Virginia,Mingo,2011,16,0,15,0,26563,8.6
741,West Virginia,Monongalia,2011,0,0,0,0,98528,5.6
742,West Virginia,Morgan,2011,0,0,0,0,17535,8.3
743,West Virginia,Nicholas,2011,14,0,14,0,26268,9.1
744,West Virginia,Ohio,2011,0,0,0,0,44246,7.3
745,West Virginia,Putnam,2011,13,0,13,0,56008,7.3
746,West Virginia,Raleigh,2011,52,0,50,0,79127,7.2
747,West Virginia,Wayne,2011,18,0,17,0,42126,8.2
748,West Virginia,Wood,2011,11,0,0,0,87120,8.3
749,West Virginia,Wyoming,2011,28,0,26,0,23419,8.8
750,Wisconsin,Brown,2011,0,0,0,0,251412,7.2
751,Wisconsin,Columbia,2011,0,0,0,0,56909,7.9
752,Wisconsin,Dane,2011,56,17,35,14,495959,5.3
753,Wisconsin,Dodge,2011,0,0,0,0,88661,7.8
754,Wisconsin,Fond du Lac,2011,0,0,0,0,102079,7.3
755,Wisconsin,Jefferson,2011,0,0,0,0,83943,7.6
756,Wisconsin,Kenosha,2011,22,11,0,0,167293,9
757,Wisconsin,La Crosse,2011,0,0,0,0,115572,6
758,Wisconsin,Manitowoc,2011,0,0,0,0,80976,8.4
759,Wisconsin,Marathon,2011,0,0,0,0,134400,7.9
760,Wisconsin,Milwaukee,2011,129,43,83,23,952532,9.3
761,Wisconsin,Outagamie,2011,0,0,0,0,177913,7.1
762,Wisconsin,Ozaukee,2011,0,0,0,0,86568,6.1
763,Wisconsin,Racine,2011,14,0,10,0,195388,9
764,Wisconsin,Rock,2011,14,0,0,0,160092,9.5
765,Wisconsin,Sauk,2011,12,0,0,0,62290,7.6
766,Wisconsin,Sheboygan,2011,0,0,0,0,115149,8.2
767,Wisconsin,Walworth,2011,0,0,0,0,102931,8
768,Wisconsin,Washington,2011,11,0,0,0,132386,6.9
769,Wisconsin,Waukesha,2011,29,0,20,0,390730,6.5
770,Wisconsin,Winnebago,2011,15,0,0,0,167699,7
771,Wyoming,Fremont,2011,0,0,0,0,40579,6.4
772,Wyoming,Natrona,2011,0,0,0,0,76366,6.1
773,Alabama,Baldwin,2012,0,0,0,0,190790,7.5
774,Alabama,Cullman,2012,0,0,0,0,80440,7.7
775,Alabama,Etowah,2012,0,0,0,0,104392,8.2
776,Alabama,Jefferson,2012,53,28,21,0,660009,7.4
777,Alabama,Madison,2012,0,0,0,0,343080,6.9
778,Alabama,Mobile,2012,14,0,0,0,413936,9.2
779,Alabama,Shelby,2012,14,0,0,0,200941,5
780,Alabama,St. Clair,2012,0,0,0,0,85237,6.9
781,Alabama,Tuscaloosa,2012,0,0,0,0,198596,7
782,Alabama,Walker,2012,13,0,0,10,66221,9.2
783,Alaska,Anchorage Borough,2012,27,11,15,0,0,0
784,Alaska,Fairbanks North Star Borough,2012,0,0,0,0,100272,6.1
785,Alaska,Juneau Borough,2012,0,0,0,0,0,0
786,Alaska,Kenai Peninsula Borough,2012,0,0,0,0,56900,8.6
787,Alaska,Matanuska-Susitna Borough,2012,17,0,11,0,0,8.7
788,Arizona,Cochise,2012,13,0,13,0,132088,9
789,Arizona,Maricopa,2012,230,64,150,26,3942169,7.3
790,Arizona,Mohave,2012,30,0,27,0,203334,11
791,Arizona,Pima,2012,139,29,101,16,992394,7.4
792,Arizona,Pinal,2012,33,0,28,0,387365,8.5
793,Arizona,Yavapai,2012,24,0,21,0,212637,8.6
794,Arkansas,Benton,2012,12,0,0,0,232268,6
795,Arkansas,Crawford,2012,0,0,0,0,61946,8
796,Arkansas,Garland,2012,0,0,0,0,96903,7.9
797,Arkansas,Pulaski,2012,23,0,22,0,388953,6.9
798,Arkansas,Saline,2012,0,0,0,0,111845,6.1
799,Arkansas,Sebastian,2012,11,0,0,0,127304,7.8
800,California,Alameda,2012,32,0,21,11,1554720,8.7
801,California,Butte,2012,17,0,12,0,221539,12.2
802,California,Contra Costa,2012,40,0,22,16,1079597,8.9
803,California,Fresno,2012,37,0,29,10,947895,15.1
804,California,Humboldt,2012,21,0,15,0,134827,9.6
805,California,Kern,2012,50,11,28,13,856158,13.1
806,California,Lake,2012,13,0,0,0,63983,12.8
807,California,Lassen,2012,0,0,0,0,33658,12.5
808,California,Los Angeles,2012,236,115,142,43,9962789,10.9
809,California,Madera,2012,18,0,15,0,152218,14.4
810,California,Marin,2012,17,0,0,0,256069,6.3
811,California,Mendocino,2012,0,0,0,0,87428,10
812,California,Merced,2012,0,0,0,0,262305,16.3
813,California,Monterey,2012,20,0,12,0,426762,11.6
814,California,Orange,2012,195,34,143,39,3090132,7.9
815,California,Placer,2012,0,0,0,0,361682,9.4
816,California,Riverside,2012,109,38,56,20,2268783,11.6
817,California,Sacramento,2012,55,14,27,18,1450121,10.5
818,California,San Bernardino,2012,54,19,34,0,2081313,11.4
819,California,San Diego,2012,256,53,187,48,3177063,9.1
820,California,San Francisco,2012,58,0,35,23,825863,0
821,California,San Joaquin,2012,41,0,31,14,702612,14.4
822,California,San Luis Obispo,2012,20,0,14,0,274804,8.2
823,California,San Mateo,2012,17,0,15,0,739311,6.4
824,California,Santa Barbara,2012,0,0,0,0,431249,8.4
825,California,Santa Clara,2012,32,0,19,14,1837504,7.9
826,California,Santa Cruz,2012,17,0,0,11,266776,11.8
827,California,Shasta,2012,21,0,15,0,178586,14.2
828,California,Siskiyou,2012,0,0,0,0,44154,15.6
829,California,Solano,2012,0,0,0,0,420757,10.7
830,California,Sonoma,2012,23,0,13,0,491829,8.9
831,California,Stanislaus,2012,12,0,10,0,521726,14.9
832,California,Tulare,2012,0,0,0,0,451977,16.2
833,California,Tuolumne,2012,0,0,0,0,54008,13
834,California,Ventura,2012,89,39,53,0,835981,9.1
835,California,Yolo,2012,0,0,0,0,204118,10.6
836,Colorado,Adams,2012,56,10,42,11,459598,9.4
837,Colorado,Arapahoe,2012,12,0,0,0,595546,7.7
838,Colorado,Boulder,2012,27,0,20,0,305318,6.2
839,Colorado,Denver,2012,56,19,34,0,634265,0
840,Colorado,Douglas,2012,16,0,11,0,298215,6
841,Colorado,El Paso,2012,37,14,20,0,644964,8.9
842,Colorado,Jefferson,2012,45,12,28,0,545358,7.4
843,Colorado,Larimer,2012,18,0,10,0,310487,6.7
844,Colorado,Mesa,2012,0,0,0,0,147848,9.7
845,Colorado,Pueblo,2012,26,0,18,0,160852,10.7
846,Colorado,Weld,2012,14,0,0,0,263691,7.8
847,Connecticut,Fairfield,2012,33,20,11,0,933835,7.8
848,Connecticut,Hartford,2012,34,23,10,0,897259,8.5
849,Connecticut,Litchfield,2012,12,0,0,0,187530,7.6
850,Connecticut,Middlesex,2012,0,0,0,0,165602,7.2
851,Connecticut,New Haven,2012,33,16,0,0,862813,9.1
852,Connecticut,New London,2012,20,14,0,0,274170,8.7
853,Connecticut,Tolland,2012,0,0,0,0,151539,7.3
854,Connecticut,Windham,2012,0,0,0,0,117599,9.4
855,Delaware,Kent,2012,17,0,0,0,167626,7.9
856,Delaware,New Castle,2012,34,11,18,0,546076,7
857,Delaware,Sussex,2012,14,0,11,0,203390,7.2
858,Florida,Alachua,2012,0,0,0,0,251417,6.6
859,Florida,Bay,2012,10,0,0,0,171903,8.6
860,Florida,Brevard,2012,22,0,19,0,547307,9.4
861,Florida,Broward,2012,112,0,97,19,1815137,8
862,Florida,Charlotte,2012,0,0,0,0,162449,9.5
863,Florida,Citrus,2012,19,0,0,0,139360,10.8
864,Florida,Clay,2012,23,0,15,0,194345,7.6
865,Florida,Collier,2012,28,0,19,0,332427,8.4
866,Florida,Columbia,2012,12,0,0,0,67966,8.8
867,Florida,Duval,2012,109,0,79,34,879602,8.7
868,Florida,Escambia,2012,23,0,17,0,302715,8.4
869,Florida,Flagler,2012,0,0,0,0,98359,9.9
870,Florida,Hernando,2012,12,0,0,0,173422,10.6
871,Florida,Hillsborough,2012,131,0,85,50,1277746,7.9
872,Florida,Indian River,2012,0,0,0,0,140567,11
873,Florida,Lake,2012,0,0,0,0,303186,8.8
874,Florida,Lee,2012,41,0,32,0,645293,8.8
875,Florida,Leon,2012,0,0,0,0,283769,7
876,Florida,Manatee,2012,35,0,26,15,333895,8.1
877,Florida,Marion,2012,0,0,0,0,335125,10.2
878,Florida,Martin,2012,0,0,0,0,148817,8.3
879,Florida,Miami-Dade,2012,75,24,50,0,0,8.3
880,Florida,Monroe,2012,0,0,0,0,74809,5.7
881,Florida,Nassau,2012,14,0,12,0,74629,8
882,Florida,Okaloosa,2012,17,0,0,0,190083,6.7
883,Florida,Orange,2012,104,19,67,23,1202234,8.2
884,Florida,Osceola,2012,22,0,15,0,287416,9.5
885,Florida,Palm Beach,2012,50,0,36,0,1356545,8.5
886,Florida,Pasco,2012,33,0,25,0,470391,9
887,Florida,Pinellas,2012,64,0,46,19,921319,8
888,Florida,Polk,2012,11,0,0,0,616158,9.6
889,Florida,Putnam,2012,0,0,0,0,73263,11.8
890,Florida,Santa Rosa,2012,12,0,0,0,158512,7.5
891,Florida,Sarasota,2012,55,0,40,15,386147,8.4
892,Florida,Seminole,2012,35,0,28,0,430838,8.1
893,Florida,St. Johns,2012,12,0,0,0,202188,6.5
894,Florida,St. Lucie,2012,13,0,10,0,283866,10.9
895,Florida,Volusia,2012,54,0,40,20,496950,9.5
896,Georgia,Bartow,2012,10,0,0,0,100661,9.9
897,Georgia,Bibb,2012,0,0,0,0,156462,10.5
898,Georgia,Carroll,2012,10,0,0,0,111580,10.3
899,Georgia,Catoosa,2012,14,0,0,0,65046,7.5
900,Georgia,Chatham,2012,0,0,0,0,276434,9.2
901,Georgia,Cherokee,2012,13,0,0,0,221315,7.1
902,Georgia,Clayton,2012,17,0,0,0,265888,12
903,Georgia,Cobb,2012,17,0,10,0,707442,7.7
904,Georgia,Columbia,2012,0,0,0,0,131627,7
905,Georgia,Coweta,2012,0,0,0,0,130929,8
906,Georgia,DeKalb,2012,20,0,12,0,707089,9.4
907,Georgia,Douglas,2012,0,0,0,0,133971,9.6
908,Georgia,Fayette,2012,0,0,0,0,107524,7.6
909,Georgia,Forsyth,2012,10,0,0,0,187928,6.6
910,Georgia,Fulton,2012,44,0,32,0,977773,9.1
911,Georgia,Gwinnett,2012,21,0,14,0,842046,7.8
912,Georgia,Hall,2012,0,0,0,0,185416,7.8
913,Georgia,Henry,2012,0,0,0,0,209053,9.4
914,Georgia,Jackson,2012,0,0,0,0,60571,8.2
915,Georgia,Madison,2012,0,0,0,0,27922,8.9
916,Georgia,Muscogee,2012,10,0,0,0,198413,9.8
917,Georgia,Paulding,2012,16,0,10,0,144800,8.3
918,Georgia,Richmond,2012,0,0,0,0,202587,10.6
919,Georgia,Walker,2012,0,0,0,0,68094,9
920,Georgia,Walton,2012,10,0,0,0,84575,9.1
921,Georgia,Ware,2012,0,0,0,0,35821,10.1
922,Georgia,Whitfield,2012,0,0,0,0,103359,10.6
923,Hawaii,Hawaii,2012,0,0,0,0,189191,8.3
